restaurant name,restaurant type,cuisines type,rate (out of 5),avg cost (two people),area,city
Indulgence,Restaurant,"Bakery, Desserts",4.4,300.0,Koregaon Park,Pune
Delhi Swad,Restaurant,"North Indian, Street Food",3.9,300.0,Nigdi,Pune
Pagdandi Books Chai Cafe,Restaurant,"Cafe, Bakery, Fast Food, Juices, Frozen Yogurt",4.5,250.0,Baner,Pune
Kerala Restaurant,Restaurant,"South Indian, Kerala, Seafood",3.8,400.0,Aundh,Pune
Amritsari Zaika,Restaurant,"North Indian, Mughlai, Street Food",3.8,400.0,Warje,Pune
The Mandarin Cafe,Restaurant,"Chinese, Thai, Asian",3.8,1600.0,Viman Nagar,Pune
Vaishnavi Litti Bhandar,Restaurant,"Bihari, Fast Food",3.9,250.0,Viman Nagar,Pune
Sai Palace Family Restaurant & Bar,Restaurant,"North Indian, Chinese, Biryani, Mughlai",3.4,800.0,Chinchwad,Pune
Grand 11,Restaurant,"Seafood, North Indian, Maharashtrian, Chinese",3.7,700.0,Pune-Solapur Road,Pune
Mr. Vandal,Restaurant,"Bar Food, Italian, North Indian",3.9,1300.0,Baner,Pune
Woodlands Restaurant and Bar,Restaurant,"North Indian, Seafood, Chinese, Mughlai",3.6,1100.0,Erandwane,Pune
Chinese Room Oriental,Restaurant,"Chinese, Asian, Seafood",3.6,1200.0,Erandwane,Pune
Signature,Restaurant,"North Indian, Chinese",4.0,900.0,Kondhwa,Pune
Masemari - The Fishing,Restaurant,"Seafood, Goan, Konkan",3.8,1500.0,Bavdhan,Pune
The Paratha Place,Restaurant,"North Indian, Chinese",3.8,500.0,Viman Nagar,Pune
Hotel Real Taste,Restaurant,"North Indian, Chinese, Mughlai, Biryani",3.8,400.0,Kondhwa,Pune
Tipzo,Restaurant,"Continental, North Indian, Italian",3.9,1600.0,Pashan,Pune
FF - Fast N' Fresh - Crowne Plaza,Restaurant,Chinese,3.5,1800.0,Bund Garden Road,Pune
Golden Bawarchi Bar & Restaurant,Restaurant,"North Indian, Thai, Chinese",3.6,1000.0,Ravet,Pune
Rasika Pure Veg,Restaurant,"North Indian, South Indian, Chinese",3.8,400.0,Viman Nagar,Pune
Cafe Coffee Day,Restaurant,"Cafe, Beverages, Desserts, Fast Food",3.6,600.0,MG Road,Pune
Hunger Lust,Restaurant,"Cafe, Fast Food",4.3,550.0,Kothrud,Pune
Box Din By Barbeque Ville,Restaurant,"North Indian, Kebab, Biryani, Chinese",3.8,600.0,Wakad,Pune
Noosh's Patisherie & Studio,Restaurant,Desserts,3.9,250.0,Senapati Bapat Road,Pune
Churro Mania,Restaurant,"Ice Cream, Desserts",3.8,350.0,Salunkhe Vihar Road,Pune
Frozen Bottle,Restaurant,"Beverages, Desserts",4.3,500.0,FC Road,Pune
Apyayan,Restaurant,"Bengali, Biryani, Mughlai",3.9,700.0,Aundh,Pune
Vardayini Pure Veg,Restaurant,"Chinese, Continental, North Indian, Italian, South Indian, Fast Food",3.7,700.0,Bavdhan,Pune
Interval - Pure Veg Bollywood Eatery,Restaurant,"South Indian, North Indian, Chinese, Italian, Fast Food",4.3,650.0,Lonavala,Pune
Aaoji Khhaoji - The Veg Bar,Restaurant,"North Indian, Bar Food",4.2,1200.0,Hinjawadi,Pune
Barbacoa Resto - Lounge,Restaurant,"North Indian, Continental, Kebab, Street Food, Salad, Seafood, Asian",3.9,1300.0,Bavdhan,Pune
Abyssinian,Restaurant,"Ethiopian, African",4.4,1600.0,Koregaon Park,Pune
Pune Egg Cafe,Restaurant,Fast Food,3.8,400.0,Wakad,Pune
Cafe E2,Restaurant,"North Indian, Fast Food",4.0,450.0,Sadashiv Peth,Pune
The Mousse Coupe,Restaurant,Desserts,4.3,200.0,Koregaon Park,Pune
Blue Shack,Restaurant,"North Indian, Chinese, Seafood, Fast Food",4.0,1000.0,Mundhwa,Pune
Grills Lounge & Bar,Restaurant,"North Indian, Mughlai, Fast Food, Chinese, Desserts",0.0,1500.0,Kharadi,Pune
Hotel Sinhgad Shahi,Restaurant,"Maharashtrian, North Indian, Biryani",3.8,600.0,Narhe,Pune
The Late Night Biryani,Restaurant,"Biryani, North Indian",3.1,450.0,Dhankawadi,Pune
Brooklyn Cafe And Co.,Restaurant,Fast Food,3.6,400.0,Lohegaon,Pune
International Treats Hub,Restaurant,"Italian, American, Mexican, Fast Food",4.0,750.0,Kharadi,Pune
Hyderabadi Royal Biryani,Restaurant,"Biryani, North Indian",3.5,500.0,Kharadi,Pune
Cafe Burger Delight,Restaurant,"Fast Food, Sandwich, Pizza, Burger",3.6,400.0,Wadgaon Sheri,Pune
Hotel Rayba,Restaurant,"North Indian, Chinese, Maharashtrian",3.1,500.0,Hadapsar,Pune
Dolchii,Restaurant,"North Indian, Chinese, Continental",3.8,1300.0,Camp Area,Pune
Tirangi Rassa Misal,Restaurant,Street Food,3.7,100.0,Ravet,Pune
Yenna Dosa,Restaurant,South Indian,3.9,300.0,Bibvewadi,Pune
Hyderabadi Laziz,Restaurant,"Hyderabadi, Fast Food",3.5,250.0,Chandan Nagar,Pune
Hobbit,Restaurant,"Chinese, Rolls",3.7,300.0,Baner,Pune
Bagicha Corner,Restaurant,Fast Food,4.2,500.0,MG Road,Pune
Cheesiaano Pizza,Restaurant,"Pizza, Italian, Fast Food",3.5,700.0,Kothrud,Pune
Amantran,Restaurant,"Chinese, North Indian, Biryani",3.6,450.0,Pimple Gurav,Pune
Krishna Veg,Restaurant,"North Indian, South Indian, Chinese, Fast Food, Beverages",3.6,800.0,Nigdi,Pune
The Bridge - Radisson Blu Hotel,Restaurant,"North Indian, Mexican, Italian",3.7,1400.0,Kharadi,Pune
Ebony - St Laurn Hotel,Restaurant,"North Indian, Chinese, Continental, Salad",2.5,1400.0,Koregaon Park,Pune
Good Food Kitchen,Restaurant,"North Indian, Rolls, Fast Food, Chinese",3.9,400.0,Model Colony,Pune
Cake Lounge,Restaurant,Bakery,3.9,350.0,Wanowrie,Pune
Log House,Restaurant,"North Indian, Chinese, Mughlai",3.7,1000.0,Kothrud,Pune
Jalsaa,Restaurant,"North Indian, Chinese, Maharashtrian",3.8,700.0,Wakad,Pune
Hotel Omkar,Restaurant,"South Indian, Street Food",3.4,150.0,Kothrud,Pune
Cafe Bake N Bean's,Restaurant,"Cafe, Fast Food, Beverages",4.0,800.0,Baner,Pune
Monginis,Restaurant,Bakery,3.7,300.0,Hinjawadi,Pune
Karolbaug Kebabs & Biryanis,Restaurant,"North Indian, Mughlai, Seafood, Chinese",3.8,800.0,Baner,Pune
Radha Pure Veg,Restaurant,"South Indian, Chinese, North Indian, Fast Food",3.4,500.0,Wakad,Pune
Aha! Baangali,Restaurant,"Bengali, Seafood",3.8,600.0,Kharadi,Pune
Tai-Wong,Restaurant,"Chinese, Thai, Fast Food",4.0,500.0,Kharadi,Pune
Ruen Thai,Restaurant,"Asian, Thai, Sushi",4.1,1000.0,Koregaon Park,Pune
Fullfills Kitchen & Bar,Restaurant,"North Indian, Continental, Italian",0.0,1000.0,Magarpatta,Pune
99 Pancakes,Restaurant,"Desserts, Pizza",3.8,400.0,Kothrud,Pune
Karkhana,Restaurant,"North Indian, Fast Food, Momos",4.2,1100.0,Bavdhan,Pune
Kaarvi Pure Veg,Restaurant,"North Indian, Chinese, South Indian, Fast Food",3.8,750.0,Sinhgad Road,Pune
Picadore - Picaddle Resort,Restaurant,"North Indian, South Indian, Continental",3.9,1000.0,Lonavala,Pune
Daawat,Restaurant,"Sandwich, Street Food, North Indian, Beverages, Chinese, Maharashtrian",3.6,450.0,Kothrud,Pune
La Fiesta Kitchen & Bar,Restaurant,"Mexican, North Indian, Asian",3.8,1300.0,Viman Nagar,Pune
President Hotel And Bar,Restaurant,"North Indian, Chinese, Mughlai, Biryani",3.4,500.0,Hadapsar,Pune
The Ladies Club,Restaurant,"Chinese, Fast Food, North Indian, Mughlai",3.4,1400.0,MG Road,Pune
Hotel Shahu,Restaurant,Maharashtrian,3.2,300.0,Sadashiv Peth,Pune
Hotel Sagar Garden,Restaurant,"Maharashtrian, Chinese, North Indian",0.0,500.0,Hinjawadi,Pune
Ironbar 'n' Grill,Restaurant,"Asian, European, North Indian, American",4.2,1500.0,Yerawada,Pune
Metro Lounge,Restaurant,"North Indian, Chinese, Thai, Seafood",2.6,1500.0,Koregaon Park,Pune
Thambbi,Restaurant,"South Indian, North Indian, Chinese",4.0,500.0,Baner,Pune
Kalinga Restaurant & Bar,Restaurant,"North Indian, Mangalorean, Seafood, Chinese",3.8,1300.0,Erandwane,Pune
Cafe Ex Animo,Restaurant,Fast Food,0.0,250.0,Katraj,Pune
Villa Bistro,Restaurant,"Finger Food, Beverages, North Indian, Chinese",3.7,2500.0,Lonavala,Pune
Mandala Hot Pot Culture,Restaurant,"Asian, Chinese",4.1,600.0,Kalyani Nagar,Pune
K Rock Resort & Restaurant,Restaurant,"North Indian, Chinese, Fast Food",3.5,700.0,Hinjawadi,Pune
Amruth Vilas,Restaurant,South Indian,3.6,100.0,Kharadi,Pune
Jhnjhanit Mejwani,Restaurant,"Maharashtrian, North Indian",3.5,300.0,Wadgaon Sheri,Pune
Hotel Sane Punjab Veg Non Veg Family Restaurant,Restaurant,"North Indian, Chinese, Malwani",4.0,400.0,Wadgaon Sheri,Pune
K 9 The Schezwan Restaurant,Restaurant,"Chinese, Momos",3.8,250.0,Wakad,Pune
Sawant Malvan Katta,Restaurant,"Malwani, Seafood",3.5,650.0,Dhanori,Pune
Gaustu-e-Gourmet,Restaurant,"Chinese, Continental, Italian",3.8,900.0,Hinjawadi,Pune
Mughlai Zaika,Restaurant,"North Indian, Mughlai",3.7,650.0,Viman Nagar,Pune
Slimkart,Restaurant,"Healthy Food, Salad",4.0,800.0,Kalyani Nagar,Pune
HUB,Restaurant,"North Indian, Chinese, Continental, Italian, Salad, Desserts",3.8,1400.0,Hinjawadi,Pune
Sardarji Food,Restaurant,North Indian,3.7,500.0,Kharadi,Pune
Hotel Madhura,Restaurant,"North Indian, Chinese",3.8,400.0,Dhanori,Pune
Shokeen Roll's,Restaurant,Rolls,3.9,300.0,Hadapsar,Pune
Sai Restaurant,Restaurant,"North Indian, Chinese, Maharashtrian",3.3,500.0,Pimpri,Pune
Oriental Fusion Restaurant - Ramee Grand Hotel,Restaurant,"Chinese, Japanese, North Indian, Continental",4.1,1300.0,Shivaji Nagar,Pune
Shivar Garden,Restaurant,"North Indian, Chinese, Fast Food",2.3,1000.0,Pimple Saudagar,Pune
Siddhivinayak Dining Hall,Restaurant,Maharashtrian,3.7,500.0,Sadashiv Peth,Pune
Le Pizza King,Restaurant,"Pizza, Fast Food",3.6,300.0,Kharadi,Pune
Mr Crispy,Restaurant,Fast Food,0.0,400.0,Kharadi,Pune
Krunchy Bubble Kitchen & Bar,Restaurant,"Chinese, Italian",0.0,1200.0,Kharadi,Pune
Kolhapuri Fried Chicken,Restaurant,Fast Food,3.9,150.0,Viman Nagar,Pune
Singh Saab,Restaurant,North Indian,3.2,200.0,Kothrud,Pune
Hotel Sinhgad Chaupati,Restaurant,"North Indian, Chinese, Seafood",3.9,800.0,Karve Nagar,Pune
Naadbramha DO. SA .ID .LI,Restaurant,South Indian,3.7,250.0,Katraj,Pune
Zanbaq,Restaurant,"North Indian, Chinese, Arabian",3.7,600.0,NIBM Road,Pune
Taste N Twist,Restaurant,Fast Food,3.9,500.0,Kharadi,Pune
Teddy's Gourmet,Restaurant,"Sandwich, Beverages, Desserts",3.8,150.0,Sinhgad Road,Pune
The Beans Talk Cafe,Restaurant,"Cafe, Fast Food, European",4.2,600.0,Viman Nagar,Pune
Jalebi Junction,Restaurant,"Street Food, Desserts",3.4,150.0,Viman Nagar,Pune
Surmay,Restaurant,"Malwani, North Indian, Seafood",4.2,600.0,Erandwane,Pune
Arkie's Born Bakers,Restaurant,"Bakery, Fast Food, Cafe",4.1,550.0,Bibvewadi,Pune
Biryani Art,Restaurant,"North Indian, Biryani, Hyderabadi, Mughlai",3.8,700.0,Shivaji Nagar,Pune
Cake Fantasy,Restaurant,Bakery,2.7,150.0,Kharadi,Pune
Burger Mines,Restaurant,Burger,3.7,200.0,Kothrud,Pune
Hotel Jalsa,Restaurant,"North Indian, Chinese, South Indian, Fast Food",0.0,500.0,Senapati Bapat Road,Pune
The Asian Box Resto Bar,Restaurant,"Chinese, Malaysian, Thai, Japanese, Indonesian",4.2,1300.0,Baner,Pune
Amrapali Restaurant,Restaurant,"North Indian, Chinese, Italian",3.9,800.0,FC Road,Pune
Gossip Gastrohub,Restaurant,"Mexican, Beverages",4.2,1000.0,Erandwane,Pune
Kopasa The Taste,Restaurant,"North Indian, Chinese, Maharashtrian",0.0,500.0,Kothrud,Pune
Kekiz The Cake shop,Restaurant,Bakery,3.3,400.0,Pimple Saudagar,Pune
Sardarji's Paratha & Chaap House,Restaurant,North Indian,3.6,400.0,Kondhwa,Pune
Yalla Momos,Restaurant,"Momos, North Indian, Chinese",4.1,350.0,Pashan,Pune
Exotic Chinese,Restaurant,Chinese,3.6,400.0,Sinhgad Road,Pune
The Happy Place,Restaurant,Fast Food,3.4,400.0,Koregaon Park,Pune
Chaurang The Family Paan Boutique,Restaurant,Paan,3.3,100.0,Kondhwa,Pune
Dawat-e-Lucknow,Restaurant,"North Indian, Lucknowi, Maharashtrian",3.5,300.0,Kothrud,Pune
Pind Punjab,Restaurant,"North Indian, Mughlai, Kebab, Chinese, Desserts",3.6,700.0,Kharadi,Pune
Hotel Gopala,Restaurant,"North Indian, Fast Food, South Indian, Chinese",3.6,400.0,Pimpri,Pune
Balaji Bhel & Snacks,Restaurant,"Street Food, Fast Food",3.9,150.0,Baner,Pune
Madhuban,Restaurant,"North Indian, South Indian, Fast Food, Chinese",3.6,500.0,Dhole Patil Road,Pune
Nimantran Restaurant & Bar,Restaurant,"North Indian, Asian, Seafood, Fast Food",3.9,1000.0,Bibvewadi,Pune
Rastaman Soul Food,Restaurant,"Fast Food, Burger, Sandwich, Wraps",4.4,400.0,Baner,Pune
Anju's Kitchen,Restaurant,"North Indian, Mughlai, Chinese",3.4,600.0,Pimple Nilakh,Pune
Spiceso Restaurant,Restaurant,"Biryani, Charcoal Chicken, Goan, Kebab, Roast Chicken, Seafood",0.0,300.0,Karve Nagar,Pune
AK Cafe,Restaurant,"North Indian, Mughlai, Fast Food",3.6,450.0,Camp Area,Pune
Sheetal Da Dhaba,Restaurant,"North Indian, Mughlai, Chinese, Seafood",3.8,1200.0,Lonavala,Pune
PIE - Pan India Eatery,Restaurant,"North Indian, Chinese",4.2,800.0,Baner,Pune
Symphony,Restaurant,"North Indian, Chinese, Malwani, Kebab, Continental, Fast Food, Thai, Desserts",3.9,1700.0,Pune University,Pune
Saundarya Garden,Restaurant,"North Indian, Chinese, Seafood",3.7,1200.0,Hinjawadi,Pune
The Kream Story,Restaurant,"Desserts, Ice Cream, Fast Food",4.2,350.0,Nigdi,Pune
Shrimant Misal,Restaurant,Street Food,3.9,200.0,Senapati Bapat Road,Pune
The Brew Room,Restaurant,"Cafe, Continental, Pizza",4.0,800.0,Kothrud,Pune
Hotel Samadhan,Restaurant,Maharashtrian,3.8,400.0,Ravet,Pune
Aamaya Multi Cuisine,Restaurant,"Chinese, North Indian, South Indian",3.9,600.0,Deccan Gymkhana,Pune
Daba Ke Kha,Restaurant,"North Indian, Fast Food",3.3,200.0,Hadapsar,Pune
Indori Sarafa,Restaurant,"North Indian, Street Food",0.0,200.0,Hadapsar,Pune
VARHADI SAOJI,Restaurant,Maharashtrian,0.0,500.0,Wakad,Pune
Healthy Craving,Restaurant,"Healthy Food, Salad",3.9,400.0,Hinjawadi,Pune
Waffle House,Restaurant,"Desserts, Beverages",4.1,300.0,Wakad,Pune
Pind Da Swad Paratha House,Restaurant,"North Indian, Maharashtrian",3.7,200.0,Katraj,Pune
Mahesh Bhuvan,Restaurant,Street Food,3.4,100.0,Shukrawar Peth,Pune
Secret Spice,Restaurant,"North Indian, Chinese, Biryani",3.4,700.0,Karve Nagar,Pune
Hungry Travellers Cafe,Restaurant,"Fast Food, Beverages",3.5,300.0,Dhanori,Pune
Cafe Unlimited,Restaurant,"Chinese, Fast Food",3.6,600.0,Wakad,Pune
Hotel Bhagwan,Restaurant,"North Indian, Maharashtrian",3.2,300.0,Sinhgad Road,Pune
Samocha,Restaurant,"Fast Food, Momos, Street Food",3.3,150.0,Karve Nagar,Pune
The Book Cafe,Restaurant,"Cafe, Street Food",3.9,500.0,Kothrud,Pune
The Food Factory,Restaurant,"North Indian, South Indian, Fast Food, Chinese",3.3,300.0,NIBM Road,Pune
Cafe Royal Tea,Restaurant,"Fast Food, Beverages",3.4,250.0,Koregaon Park,Pune
Tea Splash,Restaurant,"Tea, Fast Food",3.7,200.0,Sadashiv Peth,Pune
Shiv Sai,Restaurant,"Chinese, North Indian",3.8,400.0,Chandan Nagar,Pune
Jamawali Biryani,Restaurant,"Biryani, Mughlai",3.9,500.0,Senapati Bapat Road,Pune
Swami's Veg,Restaurant,"North Indian, Chinese",3.7,400.0,Katraj,Pune
Food Compass By Panthi,Restaurant,"Wraps, North Indian, Kebab",3.6,400.0,Karve Nagar,Pune
Celebrations The Cake Shop,Restaurant,"Bakery, Desserts",4.4,400.0,Wakad,Pune
RC Kitchen Family Restaurant,Restaurant,"North Indian, Chinese, Mughlai, Maharashtrian",3.7,800.0,Kondhwa,Pune
Hite Bar,Restaurant,"Rolls, Fast Food",3.7,300.0,Camp Area,Pune
Chinese Corner,Restaurant,Chinese,3.7,500.0,Nigdi,Pune
Annapurna Pure Veg,Restaurant,"South Indian, Chinese, North Indian",3.8,500.0,Hadapsar,Pune
The Royal Veg,Restaurant,"North Indian, Chinese, Mughlai",0.0,500.0,Wakad,Pune
China Point,Restaurant,Chinese,3.7,300.0,Kondhwa,Pune
Sri Murlidhar Veg Thali,Restaurant,"Gujarati, Rajasthani, Maharashtrian",4.1,400.0,Sadashiv Peth,Pune
Slice Of Heaven,Restaurant,"Pizza, Fast Food, Biryani",4.0,300.0,Pimpri,Pune
Ajooba - Desi Khana,Restaurant,"North Indian, Chinese, Biryani",3.6,500.0,Wakad,Pune
Delight Cafe,Restaurant,"Fast Food, Wraps",0.0,300.0,Pimple Saudagar,Pune
Greens & Olives,Restaurant,"Italian, North Indian, Salad, Healthy Food",4.1,1300.0,Aundh,Pune
Misal Darbar,Restaurant,Street Food,3.3,200250.0,Kondhwa,Pune
Green Field Resto Bar,Restaurant,"North Indian, Chinese",3.6,950.0,Sinhgad Road,Pune
Sharif Restaurant,Restaurant,Chinese,3.9,350.0,Kondhwa,Pune
Calcutta Flavours,Restaurant,"Chinese, Bengali, Maharashtrian, Rolls, North Indian",3.2,450.0,Wagholi,Pune
Cric Cafe,Restaurant,"Cafe, Fast Food, Chinese, Beverages",4.0,500.0,Narhe,Pune
The Indori Junction,Restaurant,Street Food,3.6,100.0,Kothrud,Pune
Arya Coffee Shop,Restaurant,"Cafe, North Indian",3.9,250.0,Wanowrie,Pune
Hotel Priyanka,Restaurant,Chinese,3.4,300.0,Katraj,Pune
Al Madina Biryani House,Restaurant,"Biryani, Street Food",3.5,300.0,Sinhgad Road,Pune
Ganaraj Pure Veg,Restaurant,"North Indian, South Indian, Chinese, Fast Food",3.8,500.0,Shukrawar Peth,Pune
Oriental Connexions,Restaurant,"Chinese, Malaysian, Thai, Seafood",4.3,1200.0,Pune University,Pune
Brasserie Cinq,Restaurant,"French, European",4.6,1000.0,Dhole Patil Road,Pune
Drink Your Selfie,Restaurant,"Cafe, Desserts, Beverages",4.4,450.0,Kharadi,Pune
Mahesh Lunch Home,Restaurant,"Seafood, North Indian, Mangalorean, Chinese",3.8,1500.0,Camp Area,Pune
Chilli Garlic,Restaurant,"North Indian, Chinese",3.6,650.0,Baner,Pune
Down South,Restaurant,South Indian,0.0,300.0,Wakad,Pune
Kings Shawarma,Restaurant,Lebanese,0.0,200.0,Wagholi,Pune
New York Waffles & Dinges,Restaurant,"Desserts, Beverages",3.4,400.0,Sadashiv Peth,Pune
The Bombay Fries,Restaurant,Fast Food,3.8,400.0,Koregaon Park,Pune
Afghan Darbar,Restaurant,"Afghan, North Indian, Fast Food",3.5,500.0,Kondhwa,Pune
Cafe Richworld,Restaurant,Chinese,3.4,400.0,Kondhwa,Pune
Hotel OVI NonVeg Special,Restaurant,"Maharashtrian, North Indian",3.4,400.0,Chandan Nagar,Pune
Kaleva- The Paratha House,Restaurant,"North Indian, Fast Food",3.8,350.0,Wakad,Pune
Darya Cafe & Ice Cream Parlour,Restaurant,"Desserts, Ice Cream, Fast Food, Beverages",3.2,300.0,Dhankawadi,Pune
Kata Kirr,Restaurant,Maharashtrian,2.7,150.0,Viman Nagar,Pune
Bahubali's House of Paranthas,Restaurant,"North Indian, South Indian",3.8,600.0,Wakad,Pune
Umiya Kutchi Dabeli,Restaurant,"Fast Food, Street Food",3.5,300.0,Kothrud,Pune
Hotel Mavala,Restaurant,"Maharashtrian, Chinese",3.3,700.0,Pune-Solapur Road,Pune
Cake Trails,Restaurant,"Bakery, Desserts",2.8,300.0,Baner,Pune
Saheb,Restaurant,North Indian,3.7,400.0,Viman Nagar,Pune
FIR - Fresh Ice Cream Rolls,Restaurant,Desserts,3.6,300.0,Pimple Saudagar,Pune
Around The World-Grand Tamanna Hotel,Restaurant,"North Indian, Chinese, Italian, Continental",3.6,1000.0,Hinjawadi,Pune
Radha Krushna,Restaurant,"North Indian, South Indian, Chinese, Fast Food",3.7,600.0,Bibvewadi,Pune
Chai Shai,Restaurant,"Fast Food, Tea",4.3,250.0,Viman Nagar,Pune
New Manchow,Restaurant,Chinese,3.6,300.0,Pimpri,Pune
Adich Restaurant,Restaurant,North Indian,3.8,250.0,Warje,Pune
Good Food Roll House,Restaurant,"North Indian, Chinese, Rolls",3.8,600.0,Wakad,Pune
Farm-Ville Garden Restaurant,Restaurant,"North Indian, Chinese",3.8,500.0,Sus,Pune
Shaolin,Restaurant,"Chinese, Seafood",3.7,800.0,Pimple Saudagar,Pune
Janseva Bhojanalaya,Restaurant,Maharashtrian,4.0,450.0,Deccan Gymkhana,Pune
Khushbu Wadapav And Samosa Point,Restaurant,Street Food,0.0,100.0,Hinjawadi,Pune
The Grill N Rolls,Restaurant,"North Indian, Chinese, Kebab, Rolls",3.2,450.0,Aundh,Pune
White Rabbit,Restaurant,"Italian, North Indian",3.9,1300.0,Viman Nagar,Pune
Falak On The Roof,Restaurant,"North Indian, Mughlai, Continental",4.1,1200.0,Wakad,Pune
Khamanga,Restaurant,"Maharashtrian, North Indian",3.5,300.0,Kothrud,Pune
Shree Narayan Khaman Dhokla And Sweets,Restaurant,"Mithai, Gujarati",3.5,150.0,Satara Road,Pune
Hotel Gavran Kolhapuri,Restaurant,Maharashtrian,3.9,800.0,Kharadi,Pune
Deshi Katta,Restaurant,"Maharashtrian, North Indian, Chinese",3.9,600.0,Akurdi,Pune
Bread Story,Restaurant,"Bakery, Desserts, Fast Food",3.8,250.0,Magarpatta,Pune
Agrabah,Restaurant,"Bohri, North Indian, Mughlai",4.1,800.0,NIBM Road,Pune
Shiv Sagar Pure Veg,Restaurant,"North Indian, Chinese, Fast Food, South Indian",3.5,600.0,Bhosari,Pune
Natraj Bhel & Chat House,Restaurant,Street Food,4.1,200.0,Viman Nagar,Pune
Cahā Paani,Restaurant,"Cafe, Bakery, Desserts",0.0,700.0,Katraj,Pune
Rassaaz,Restaurant,Maharashtrian,3.3,700.0,Ravet,Pune
The 3 Musketeers Pub,Restaurant,"American, Chinese, Bar Food, Continental, Mexican",3.8,1700.0,Viman Nagar,Pune
The Mint Leaf Resto Lounge,Restaurant,"North Indian, Chinese, Bar Food",3.7,1500.0,Bavdhan,Pune
Red Chinese And Momo,Restaurant,Chinese,3.3,350.0,Karve Nagar,Pune
Swagat Snacks Centre,Restaurant,"Fast Food, North Indian",3.4,300.0,Dhankawadi,Pune
4 Seasons,Restaurant,"North Indian, Chinese, Continental",3.7,1200.0,Hinjawadi,Pune
Khadadi,Restaurant,Maharashtrian,3.9,400.0,Sadashiv Peth,Pune
Rohit Wadewale Food Mall,Restaurant,"South Indian, North Indian, Chinese, Street Food",3.7,250.0,Shivaji Nagar,Pune
Tentación Cake Shop,Restaurant,"Bakery, Desserts",3.6,400.0,Katraj,Pune
Altitude The Rooftop Bar,Restaurant,"Mexican, North Indian, Italian, Thai, Seafood, Continental",4.0,1500.0,Magarpatta,Pune
Buvachi Misal,Restaurant,Street Food,4.0,100.0,Lonavala,Pune
Becky's Binging Bay,Restaurant,"Mexican, Fast Food, Italian, Continental",4.1,1400.0,Salunkhe Vihar Road,Pune
Kimaya Veg Restaurant,Restaurant,"North Indian, South Indian, Fast Food, Street Food",2.5,600.0,Kothrud,Pune
Royalty Chinese And Thai Kitchen,Restaurant,"Chinese, Thai",3.6,500.0,Kondhwa,Pune
Refuel Lounge & Bar,Restaurant,"North Indian, Chinese, Continental, Italian, Desserts",3.1,1600.0,Viman Nagar,Pune
Chef Kitchen,Restaurant,"North Indian, Mughlai, Chinese",0.0,500.0,Hadapsar,Pune
Hotel Vadanya biryani,Restaurant,Mughlai,0.0,400.0,Dhankawadi,Pune
Coffee All Day - The Thick & Creamy Shakes Cafe,Restaurant,"Pizza, Fast Food, Beverages",0.0,350.0,Viman Nagar,Pune
Cafe Swagg,Restaurant,"Chinese, North Indian, Fast Food",3.5,400.0,Kothrud,Pune
Secret Recipe,Restaurant,"Maharashtrian, North Indian",3.4,550.0,Kothrud,Pune
Chota Bite by Cafe Goodluck,Restaurant,"North Indian, Fast Food, Biryani",3.4,400.0,NIBM Road,Pune
Sravs Kitchen,Restaurant,"North Indian, Chinese",3.4,400.0,Hadapsar,Pune
The Big Chill Bar Underground,Restaurant,"Continental, North Indian, Chinese, Kebab",3.7,1600.0,Hinjawadi,Pune
YO FRANKY,Restaurant,Rolls,3.6,150.0,Sinhgad Road,Pune
Cafe Rova,Restaurant,"Cafe, Continental, Chinese, Italian, Fast Food",3.9,600.0,Kharadi,Pune
Mahadev Patiswala,Restaurant,Street Food,4.2,150.0,Pimpri,Pune
Hotel Sourabh,Restaurant,"North Indian, Mughlai, Seafood, Chinese",3.7,700.0,Satara Road,Pune
WS Bakers,Restaurant,Bakery,3.6,150.0,Pune University,Pune
Sahara,Restaurant,"North Indian, Chinese",3.8,900.0,Wadgaon Sheri,Pune
Amar Paratha & Biryani House,Restaurant,"North Indian, Chinese",4.1,350.0,Kothrud,Pune
